id,name
12171,SJ-43514-SMT-TR
12173,SJ-43515TS-SMT-TR
14015,MAX7480ESA+
12174,SJ-43515TS
12175,SJ-43516-SMT-TR
12176,SJ1-2533-SMT-TR
14017,MAX8808XETA+T
12177,SJ1-3513
14019,MAX9030AXT+T
12178,SJ1-3513N
13326,MCP73811T-420I/OT
12179,SJ1-3515-SMT-TR
14021,MAX9174EUB+T
12182,DF12NB(3.0)-14DP-0.5V(51)
12183,SJ1-3515N
13329,MCP73831T-2ACI/OT
12185,SJ1-3523N
14024,MAX9180EXT+T
13331,MCP73831T-2ATI/MC
12186,SJ1-3523NG
12187,SJ1-3525N
12188,SJ1-3525NG-GR
14026,MAX9924UAUB+
12189,SJ1-3525NG
12190,SJ1-3533NS
12191,SJ1-3535N
14028,MAX9926UAEE+T
13335,MCP73831T-2DCI/OT
12192,SJ1-3535NG
12193,SJ1-3535NS
14030,MAX9926UAEE/V+
12194,SJ1-3555NG
14031,LM331AN/NOPB
12195,SJ1-42534-SMT-TR
13338,MCP73832T-2ACI/OT
14032,LM4040C20IDBZR
12196,DF40C-20DP-0.4V(51)
14033,LM4040C30IDBZR
12197,SJ2-3574A-SMT-TR
14034,74ACT11373DWR
14035,LM4040CEX3-3.3+T
12198,SJ2-35954A-SMT-TR
13341,BQ32000DR
14036,"74AHC123ABQ,115"
12199,SMAJ12A
13342,BT816Q-T
13343,CD4541BE
14037,LM4050BIM3-2.5/NOPB
12200,SMAJ26A
13344,CYPD3175-24LQXQ
12201,SMAJ30A
14038,LM4050BIM3-5.0/NOPB
13345,CYPD4225-40LQXI
12202,DF12NB(3.0)-30DS-0.5V(51)
14039,"74HC151D,653"
13346,CYUSB3014-BZXI
12203,SMAJ30CA
14040,LM63CIMAX/NOPB
12204,DF12NB(3.0)-40DS-0.5V(51)
14041,74HC151D
13349,CYUSB3304-68LTXC
12206,SMAJ36CA
14042,LM66100DCKR
14043,"74HC165BQ,115"
12208,SMAJ58A
14044,LM78L12ACMX/NOPB
13350,DAC084S085CIMMX/NOPB
14045,"74HC165D,653"
12210,SMAJ60CA
14046,LM809M3-3.08/NOPB
13351,DAC121C081CIMK/NOPB
12211,DF40C-30DP-0.4V(51)
14047,74HC373D
13352,DAC121S101CIMK/NOPB
12212,SMBJ15A
14048,LMH2110TM/NOPB
13353,DAC5571IDBVR
14049,"74HC4051BQ,115"
12213,SMBJ24CA
14050,LMV431BIMFX/NOPB
13354,DAC5574IDGSR
14051,"74HC4051D,653"
12214,SMBJ36CA
12215,SMBJ5.0A-13-F
14052,LP2998MA/NOPB
12216,SMBJ5.0A
13356,DAC7311IDCKR
14053,"74HC595D,118"
14054,74HC595D
12217,SMBJ58A-13-F
13357,DAC7311IDCKT
14055,"74HC595PW,118"
12218,SMBJ60A
14056,74HCT4051D
14057,"74HCT595D,118"
13359,DAC7512N/250
14058,MAX1470EUI+
12220,SMF12A
14059,74LCX125MTCX
12221,SMF5.0A
13360,DAC7513N/250
14060,MAX14850AEE+
12222,DF12NB(3.0)-30DP-0.5V(51)
12223,SMI-1027-T-5V-R
14061,74LCX244MTCX
12224,SMM4F5.0A-TR
13362,DAC7552IRGTR
14062,MAX14850AEE+T
12225,SMT-0440-T-HT-R
14063,"74LVC1G123GN,115"
13364,DAC7571IDBVR
12226,SMT-0540-S-R
13365,DAC7571IDBVT
14064,MAX14850ASE+
12227,SMT-0540-T-9-R
13366,DAC7811IDGSR
14065,MAX1510ETB+T
12228,SMT-0827-S-HT-R
14066,74VHC14MTCX
13367,DAC8311IDCKR
12229,SMTB-1240-S-R
14067,MAX16053AUT+T
13368,DAC8551IADGKR
14068,AD1939WBSTZ
12230,SPH0641LU4H-1
14069,MAX1748EUE+T
13369,DAC8551IDGKR
14070,AD5700-1ACPZ-RL7
12231,STX-3120-3B
13370,DS1023S-100+
14071,MAX2204EXK+T
12232,TBU-CA025-100-WH
14072,AD5700-1BCPZ-R5
14073,AD5700-1BCPZ-RL7
12233,TBU-CA050-300-WH
14074,MAX253CUA+T
12234,TBU-CA065-050-WH
14075,AD5700ACPZ-RL7
14076,AD5700BCPZ-R5
12235,TBU-CA065-100-WH
14077,AD5700BCPZ-RL7
12236,TBU-CA065-200-WH
14078,MAX2616ETA+T
12237,TBU-CA065-300-WH
14079,MAX2634AXT+T
12238,TBU-CA085-200-WH
14080,AD5933WYRSZ-REEL7
12239,TL7726CP
14081,AD5933YRSZ-REEL7
12240,TMOV14RP510E
14082,MAX2634AXT/V+T
12241,SMT-0927-S-12-R
12242,SMT-0927-S-HT-R
14083,MAX2640EUT+T
12243,SMT-0931-S-R
14084,"74HC123BQ,115"
12244,SMT-1127-S-R
14085,MAX2750AUA+
12245,TPD2S017DBVR
12246,TPD4S214YFFR
14086,MAX2750EUA+T
12247,TPD7S019-15DBQR
12248,TVS3300DRVR
14087,AD633ARZ-RL
12249,VC060326A580RP
14088,MAX31629MTA+T
12250,VC120618D400DP
12251,VC120618D400RP
14089,MAX31760AEE+
12252,VC120630D650DP
14090,MAX31760AEE+T
12253,VC15MA0340KBA
12254,DF23C-10DS-0.5V(51)
14091,AD633JRZ-RL
12255,WST-1205S
14092,MAX31865AAP+
12256,DF37NB-10DS-0.4V(51)
12257,0295-0-15-15-06-27-10-0
14093,AD633TRZ-EP-R7
12258,1217080-1
14094,MAX31865AAP+T
12259,1217861-1
12260,1267
12261,1285-ST
14095,MAX4001EUA+
12262,1289-ST
14096,AD633TRZ-EP
12263,1292
7282,PCM9211PT
12264,DF12NB(3.0)-40DP-0.5V(51)
14097,AD8170ARZ-R7
14098,MAX4003EUA+
12266,1364-2
12267,1374-2
14099,AD835ARZ-REEL
12268,3534
12269,3548
14100,MAX4003EUA+T
12270,402F2501XIAR
14101,AD835ARZ-REEL7
12271,403C35D12M00000
14102,AD835ARZ
12272,4903
4471,EPM240T100C4
14103,AD9833BRM-REEL7
303,IS43LQ32256A-062BLI
14104,MAX4473EUA+
2182,LAN9514-JZX
12275,4966
14105,AD9833BRM
12276,63824-1
14106,MAX4473EUA+T
12278,63849-1
14107,AD9833BRMZ-REEL
14108,MAX4473EUA-T
13407,DS1085Z-25+
12280,63969-1
14109,AD9833BRMZ-REEL7
12281,ABLS2-12.000MHZ-D4Y-T
13408,DS1100LU-100+
14110,AD9833BRMZ
12282,ABM3-12.288MHZ-D2Y-T
13409,MIC4416YM4-TR
12283,ABM3-20.000MHZ-B2-T
14111,MAX5969AETB+T
13410,MIC5060YML-TR
12284,DILB14P-223TLF
14112,AD9833WBRMZ-REEL
12285,ABM8G-16.000MHZ-18-D2Y-T
13411,DS1100LU-125+
14113,MAX5969BETB+T
14114,AD9835BRU
13412,DS1100LU-175+
12287,ABM8G-24.000MHZ-18-D2Y-T
12286,DILB16P-223TLF
13413,DS1100LU-20+
14115,MAX6100EUR+T
12288,ABM8G-25.000MHZ-18-D2Y-T
14116,AD9959BCPZ-REEL7
13414,DS1100LU-200+
12289,DW-04-07-T-S-200
13415,MX25L8006EM1I-12G
14117,MAX6101EUR+T
12290,ABS25-32.768KHZ-T
13416,MX25R8035FZUIL0
14118,AD9959BCPZ
14119,MAX6102EUR+T
12291,ABM8G-12.000MHZ-18-D2Y-T
13417,MX25V1635FZUI
13418,DS1100LU-35+
12292,DW-05-09-T-D-300
14120,MAX6103EUR+T
12293,DW-06-10-G-D-480
13419,MXD1210CPA+
12294,DW-08-07-T-S-200
14121,ADE7878AACPZ-RL
12295,ASE-24.000MHZ-L-R-T
13420,DS1100LU-50+
12296,DW-14-07-T-S-200
14122,MAX6105EUR+T
12297,ASEMCLV
13421,MXD1210CPA
14123,ADE7878AACPZ
12298,ASFL1-24.000MHZ-L-T
14124,MAX6106EUR+T
12299,ASV-25.000MHZ-EJ-T
14125,ADV7179BCPZ
13422,DS1100LU-500+
12300,DW-16-08-T-S-250
14126,MAX6107EUR+T
12301,CB3-3C-4M000000
13423,DS1100LU-75+
12302,CB3-3I-10M000000
14127,ADV7179WBCPZ-REEL
13424,MXD1210CSA+
12303,DW-25-09-L-D-300
12304,CB3-3I-16M000000
14128,MAX6495ATT+T
12305,CB3LV-3C-10M000000
13425,DS1100LZ-100+
14129,ADV7343BSTZ
12306,DW-50-10-T-S-600
12307,CB3LV-3C-20M000000
14130,MAX6615AEE+
13426,MXD1210CSA+T
12308,CB3LV-3C-25M000000
14131,ADV7343WBSTZ
12309,ED281DT
14132,MAX6615AEE+T
12310,CB3LV-3C-30M000000
13427,DS1100LZ-125+
14133,AM26C31IDR
13428,MXD1210EPA+
12311,FW-05-03-G-D-125-230
12312,CB3LV-3C-50M000000
14134,MAX6639AEE+
13429,DS1100LZ-20+
14135,AM26C32IDR
12313,4907
14136,AM26LS32ACDR
13430,MXD1210ESA+T
14137,MAX6639FAEE+
12314,FW-10-05-S-D-300-200-A-P
13431,DS1100LZ-20+T
14138,AMC1210IRHAT
12315,CB3LV-3I-10M000000
14139,MAX6639FAEE+T
13432,DS1100LZ-200+
5639,CP2102N
12316,FW-15-03-G-D-225-075-ES-A
13433,DS1100LZ-25+
12317,CB3LV-3I-18M432000
14140,AS6031-BQFM
12318,FW-15-05-L-D-500-130
14141,MAX6641AUB90+
12319,CB3LV-3I-24M000000
13434,NAU88C22YG
14142,AS6501-FLQM
12320,FW-22-03-L-D-313-085
12321,CB3LV-3I-40M000000
13435,NC7ST04M5X
12322,FW-25-03-G-D-250-150
14143,MAX6641AUB94+
2707,TLC5957RTQR
12323,CB3LV-3I-50M000000
13436,DS1100LZ-40+
14144,AT25DF021A-SSHN-T
13437,NC7SZ175P6X
12324,FW-25-05-F-D-575-100
12325,CB3LV-3I-66M000000
14145,MAX6643LBBAEE+
13438,DS1100LZ-45+
14146,MAX6643LBBAEE+T
12326,GRPB021VWVN-RC
12327,CB3LV-3I-8M000000
13439,DS1100LZ-50+
14147,AT25FF041A-SSHN-T
14148,MAX6643LBFAEE+
13440,DS1100LZ-60+
12328,CB3LV-5I-25M000000
13441,DS1100U-125+
14149,AT25FF161A-SSHN-T
12329,CM7V-T1A-32.768KHZ-6PF-20PPM-TB-QA
13442,NC7WZ04P6X
14150,MAX6644LBAAEE+
13443,DS1100U-20+
12331,CM7V-T1A-32.768KHZ-7PF-20PPM-TA-QC
13444,NC7WZ14P6X
14151,AT25SF041B-SSHB-T
13445,NC7WZ17P6X
12332,CM7V-T1A-32.768KHZ-7PF-20PPM-TB-QA
14152,AT25SF041B-SSHD-T
13446,DS1100U-25+
14153,MAX6645ABFAUB+
13447,DS1100U-250+
14154,AT25SF081B-SSHB-T
12334,CM8V-T1A-32.768KHZ-12.5PF-20PPM-TA-QC
13448,NPM1300-CAAA-R
12335,HW-04-11-S-D-630-SM-A
14155,MAX6652AUB+
13449,DS1100U-30+
14156,AT25SF161B-SSHB-T
12337,CM8V-T1A-32.768KHZ-7PF-20PPM-TA-QC
13450,NSI45020T1G
14157,MAX6652AUB+T
11982,9-146458-0
13451,DS1100U-300+
14158,AT42QT2120-MMH
14159,MAX6653AEE+
12339,CM8V-T1A-32.768KHZ-9PF-20PPM-TA-QC
13452,NSI45030AT1G
14160,AT42QT2120-MMHR
13453,DS1100U-40+
14161,MAX6663AEE+
13454,P82B715DR
12341,HW-10-15-L-D-300-SM
14162,ATM90E26-YU-R
13455,DS1100U-50+
12342,CM8V-T1A-32.768KHZ-9PF-20PPM-TB-QA
14163,MAX6664AEE+
12343,J00-0045NL
4585,STUSB4500QTR
14164,ATM90E32AS-AU-R
13456,DS1100U-500+
12344,CM9V-T1A-32.768KHZ-7PF-20PPM-TA-QC
14165,MAX6683AUB+
13457,P82B96PWR
14166,BQ2004HSNTR
12345,CSTLS10M0G53-B0
183,AT89S4051-24SU
13458,PAC1921-1-AIA-TR
14167,BQ24040DSQR
12346,CSTLS3M58G53-A0
13459,DS1100LZ-250+
14168,MAX6816EUS+T
12347,JXD0-0001NL
13460,"PCA9306D,118"
14169,BQ24050DSQR
12348,CSTLS4M00G56-A0
13461,DS1100U-60+
14170,MAX6817EUT+T
12349,M20-9990245
12350,CSTNE20M0V51Z000R0
13462,PCA9306DCUT
14171,BQ24105RHLR
14172,MAX6818EAP+
12351,M20-9990246
13463,DS1100Z-100+
12352,CSTNE8M00G550000R0
14173,BQ24610RGER
13464,PCA9306DQER
14174,MAX6818EAP+T
12353,M20-9990345
13465,DS1100Z-100+T&R
14175,BQ24616RGER
12354,CX3225SB16000D0GZJC1
14176,BQ24630RGER
12355,M20-9990546
12356,DSC6001CE1A-000.0000
13466,"PCA9507DP,118"
14177,MAX7033EUI+
12357,NPPN101BFCN-RC
12358,DSC6001CE2A-000.0000
14178,BQ24725ARGRR
13467,DS1100Z-150+
14179,BQ25672RQMR
12359,OSTTA020161
13468,"PCA9509DP,118"
14180,MAX7034AUI+
12360,DSC6001CI1A-000.0000
13469,DS1100Z-175+
14181,BQ25730RSNR
12361,OSTTE020104
13470,"PCA9510ADP,118"
14182,MAX7034AUI/V+
13471,DS1100Z-20+
12362,PPPC022LFBN-RC
14183,BQ25731RSNR
12363,DSC6003CA3B-PROG
13472,"PCA9511ADP,118"
14184,MAX7057ASE+
1350,MSP430FR5728IRGER
12364,DSC6003CE1A-000.0000
13473,DS1100Z-200+
12365,DSC6003CE2A-000.0000
14185,BQ25756ERRVR
12366,DSC6003CI1A-000.0000
13474,"PCA9512ADP,118"
14186,MAX7057ASE+T
12367,ECS-.327-12.5-34B-C-TR
13475,DS1100Z-25+
14187,BQ25756RRVR
12368,DF40C-80DS-0.4V(51)
13476,"PCA9514ADP,118"
14188,MAX7058ATG+
12369,ECS-.327-12.5-34B-TR
13477,DS1100Z-250+
14189,BQ25792RQMR
12370,ECS-.327-9-34B-TR
13478,"PCA9515AD,118"
14190,BQ25820RRVR
12371,PPPC042LFBN-RC
12372,ECS-120-20-5PXDN-TR
13479,DS1100Z-30+
14191,BQ34Z100PW-G1
14192,BQ34Z100PWR-G1
12373,PPPC102LFBN-RC
13480,"PCA9515ADP,118"
14193,BQ35100PWR
14194,BQ40Z50RSMR-R2
12374,ECS-160-20-33-TR
13481,DS1100Z-35+
14195,MAX870EUK+T
12375,PPTC032LFBN-RC
14196,BQ40Z50RSMT-R2
12376,ECS-200-20-3X-EN-TR
13482,"PCA9517D,118"
14197,MAX881REUB+
12377,ECS-200-20-5PXDU-TR
13483,DS1100Z-40+
14198,CAP1188-1-CP-TR
12378,PPTC041LFBN-RC
13484,DS1100Z-45+
14199,MAX881REUB+T
278,IS31FL3216A-QFLS3-TR
12379,ECS-2018-240-BN-TR3
12380,ECS-2033-120-BN
13485,DS1100Z-500+
14200,MC33063ADR
14201,CD14538BPWR
12382,ECS-2033-240-BN
13486,"PCA9534PW,118"
14202,MC33161DR2G
13487,"PCA9536DP,118"
14203,CD40106BPWR
12384,ECS-2033-250-BN
13488,DS1100Z-500+T
14204,MC33262DR2G
12385,PPTC061LFBN-RC
12386,ECS-2033-500-BN
14205,CD4011BM
13489,DS1100Z-60+
12387,RJCSE538001
12388,ECS-2333-160-BN-TR
14206,MC33262PG
13490,PCA9536DR
12389,ECS-2333-500-BN-TR
14207,MC34161DR2G
13491,DS1100Z-75+
12390,ECS-240-12-37B-CKY-TR
14208,MC7805BDTRKG
13492,"PCA9546APW,118"
14209,CD4013BM96
13493,DS1110S-250+
12391,ECS-240-18-33-JGN-TR
13494,"PCA9547BS,118"
14210,MC78M05BDTRKG
555,MSP430F1111AIDW
12392,ECS-240-8-36CKM-TR
13495,DS1110S-50+
13496,PCAL6524HEAZ
12393,ECS-240-9-33B-CWN-TR
13497,DS1110S-500+
14212,MC78M05CDTRKG
13498,SN65HVD3082EDR
12394,ECS-245.7-20-5PX-TR
14211,CD4043BDR
13499,DS1135LZ-10+
14213,MC78M15CDTRKG
12395,ECS-250-10-33B-CWN-TR
13500,SN65HVD3088EDR
12396,RJHSE5084
14214,CD4044BDR
13501,DS1135LZ-20+
1706,PIC16F73-I/SP
12397,ECS-250-10-37B-CTN-TR
14215,CD4049UBDR
13502,SN74AHC1G00DCKR
12398,RJHSE5381
14216,MCP1316T-29LE/OT
13503,DS1135LZ-30+
12399,ECS-250-18-33-JGN-TR
13504,SN74AHC1G04DCKR
14217,CD4051BPWR
13505,DS1135Z-10+
6943,DA14531-00000FX2
12400,ECS-2520MV-080-CN-TR
14218,MCP1320T-29LE/OT
12401,ECS-2520MV-160-CN-TR
13506,SN74AHC1G08DBVR
12402,ECS-2520MV-240-BN-TR
14219,CD4052BPWR
13507,DS1135Z-30+
11454,3519
12403,ECS-2520MV-250-BN-TR
14220,MCP1321T-29LE/OT
12404,ECS-2520MV-250-CN-TR
14221,CD4060BM96
12405,RJMG2310228A0ER
12406,ECS-2520MV-320-CN-TR
13508,DS1135Z-6+
14222,MCP1322T-29LE/OT
13509,DS1302Z+T&R
12407,S2B-XH-A
14223,CD4094BPWR
13510,DS1302ZN+T&R
14224,MCP1501T-10E/CHY
12408,S3B-XH-A
13511,SN74AUP1T157DCKR
12409,ECS-2520MV-480-CN-TR
14225,CD4511BPWR
13512,DS1307Z+
12410,SBH11-PBPC-D05-ST-BK
14226,CD74HC123PWR
12411,SBH11-PBPC-D07-ST-BK
13513,SN74AUP2G80DQER
5557,STM32L031G4Ux
12412,ECS-2520MV-500-BN-TR
14227,MCP1501T-10E/RW
13514,DS1307Z+T&R
14228,CD74HC165M96
12413,SFH11-PBPC-D08-ST-BK
13515,SN74AVC1T45DBVR
12414,ECS-2520MVLC-081.92-BN-TR
13516,DS1307ZN+T&R
14229,CD74HC373E
14230,MCP1700T-1802E/TT
12415,SFH11-PBPC-D10-ST-BK
13517,SN74AVC2T245RSWR
14231,CD74HC4017PWR
13518,DS1308U-18+T
168,ADS8684IDBTR
12416,ECS-2520MVLC-120-CN-TR
14232,MCP1700T-2502E/TT
12417,ECS-2520MVQ-250-BS-TR
14233,CD74HC4051PWR
12418,ECS-2520MVQ-500-BP-TR
13519,SN74AXC1T45DBVR
12419,SI-52008-F
14234,MCP1700T-3002E/TT
13520,DS1337S+
14235,CD74HC4053PWR
12420,ECS-320-10-37B-CKY-TR
13521,SN74CB3T1G125DBVR
14236,MCP1700T-3302E/TT
12421,ECS-320-8-36B-CKY-TR
13522,DS1337S+T&R
14237,CD74HC4067M96
13523,SN74CBTLV1G125DBVR
12422,ECS-320-8-36CKM-TR3
14238,CD74HC4067SM96
13524,DS1337U+T&R
14239,CD74HC4094PWR
12423,TB002-500-02BE
13525,SN74CBTLV1G125DCKR
14240,MIC5365-1.8YC5-TR
12424,TB005-762-02BE
13526,DS1338Z-3+T&R
14241,CD74HC4514M96
13527,SN74F161AN
12425,TB006-508-02BE
14242,MIC5365-3.0YC5-TR
13528,DS1338Z-33+T&R
12426,TB007-508-03BE
14243,CD74HC74M96
13529,SN74F283N
12427,TB008A-508-04BE
13530,DS1339AU+T
14244,MIC5365-3.3YC5-TR
14245,MIC5504-1.8YM5-TR
12428,TD-108-G-A
13531,SN74HC00N
14246,CD74HC85MT
12429,TS-101-T-A
13532,DS1340Z-33+T&R
14247,MIC5528-3.3YMT-TR
12430,TS-102-G-A
3283,PIC18F4553-I/PT
13533,SN74HC132N
14248,CD74HCT573E
12431,TS-102-T-A-1
13534,DS1341U+T&R
14249,MIC94080YFT-TR
12432,TS-102-T-A
14250,CD74HCT688E
12433,ECS-2520MV-333.3-BN-TR
13535,SN74HC138N
14251,MIC94084YFT-TR
12434,TS-103-G-A
13536,DS1371U+
14252,CD74HCT688M96
12435,ECS-320-8-37B-CKY-TR
13537,SN74HC14N
13538,SN74HC161N
14253,MIC94085YFT-TR
12436,TS-103-T-A
2696,TLC5951RHAT
13539,SN74HC164N
14254,MIC94325YMT-TR
12437,ECS-320-8-37B-CTN-TR
13540,SN74HC165N
14255,CD4043BPWR
10968,TC33X-2-202E
12438,TS-104-G-A
13541,SN74HC259N
14256,CD74HC4538PWR
11063,9007-12-00
12439,ECS-3225MV-080-BN-TR
13542,SN74HC393N
14257,NCP1117LPST33T3G
12440,ECS-3225MV-120-BN-TR
13543,SN74HC4020N
14258,CD74HCT85MT
12441,TS-104-T-A-1
13544,DS1371U+T&R
14259,NCP186AMX330TAG
12442,ECS-3225MV-250-CN-TR
13545,SN74HC4040N
12443,ECS-3225MV-250-CN-TR3
14260,CP2102N-A02-GQFN24R
12444,ECS-3225MV-500-BN-TR
13546,DS1372U+T&R
13547,SN74HC595N
14261,NN02-101
12445,TS-104-T-A
13548,SN74HC74N
12446,ECS-3225MV-500-CN-TR
13549,DS1390U-3+T&R
14262,NP2G+
12447,ECS-3225MVQ-1000-CN-TR
13550,DS1390U-33+T&R
14263,NRF21540-QDAA-R7
12448,ECS-3225MVQ-1250-CN-TR
13551,DS1391U-33+T&R
12449,ECS-3225MVQ-160-CN-TR
14264,OY333KE
13552,DS1672S-33+T&R
14265,P822601
12450,ECS-3225Q-33-260-DP-TR
12451,ECS-327ATQMV-AS-TR
13553,DS1804U-010+
14266,PAT0816-C-2DB-T5
12452,ECS-327MVATX-2-CN-TR
12453,ECS-327MVATX-3-CN-TR
13554,DS1804Z-010+
14267,PE42421SCAA-Z
12454,ECS-327MVATX-7-CN-TR
13555,DS1804Z-010+T&R
14268,PE4251MLI-Z
13556,DS1809Z-010+
12455,ECS-384-CDX-1983
14269,PV36W103C01B00
12456,ECS-390-CDX-1932
13557,DS1841N+
12457,ECS-3953M-500-B-TR
13558,DS1882Z-050+T&R
14270,PV36W502C01B00
